,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,updates,personal,promotions,forums,purchases,travel,spam,social
941,"Fri, 17 Jan 2020 04:49:29 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,15071,0,0,0,1,0,0,0,0
942,"Mon, 25 Apr 2016 09:57:57 +0530",iiitd,ac.in,0,0,text/plain,0,3,0,0,63.0,4816,0,1,0,1,0,0,0,0
943,"Sat, 14 Dec 2019 23:27:45 +0000",imdb,com,0,0,multipart/alternative,21,104,1,0,40.0,70978,0,0,1,0,0,0,0,0
944,"Thu, 7 Dec 2017 14:35:47 +0530",iiitd,ac.in,0,0,multipart/alternative,0,9,0,0,17.0,1863,0,1,0,0,0,0,0,0
945,"Sat, 25 Jul 2020 16:00:28 +0000",email,shakeshack.com,0,0,multipart/alternative,8,23,0,0,58.0,28446,0,0,1,0,0,0,0,0
946,"Sat, 30 May 2015 08:24:24 +0000 (UTC)",accounts,google.com,0,0,multipart/related,0,0,0,0,24.0,87277,1,1,0,0,0,0,0,0
947,"Wed, 13 May 2020 08:01:50 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,13081,0,0,0,1,0,0,0,0
948,"Sat, 17 Oct 2015 15:41:41 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36.0,27325,0,1,1,0,0,0,0,0
949,"Sat, 10 Sep 2016 14:35:56 +0530",iiitd,ac.in,0,0,multipart/alternative,0,23,0,0,40.0,6689,0,1,0,1,0,0,0,0
950,"Tue, 13 Oct 2020 08:06:15 -0700",google,com,0,0,text/html,15,54,0,0,38.0,15850,1,0,0,0,0,0,0,0
951,"Tue, 08 Sep 2020 22:52:01 -0700",github,com,1,0,multipart/alternative,0,18,0,0,44.0,5451,0,0,0,1,0,0,0,0
952,"Wed, 9 Aug 2017 08:59:57 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,56.0,2630,0,1,0,1,0,0,0,0
953,"Tue, 18 Jun 2019 07:11:05 -0700",google,com,0,0,text/html,12,52,0,0,37.0,16247,1,1,0,0,0,0,0,0
954,"Wed, 1 Feb 2017 18:05:50 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,24,0,0,39.0,27135,0,1,0,0,0,0,0,1
955,"Fri, 12 Dec 2014 23:46:16 +0000",youtube,com,0,0,multipart/alternative,23,85,0,0,109.0,61560,0,1,0,0,0,0,0,1
956,"Sat, 17 Oct 2020 23:51:29 +0000",server2,email,0,0,multipart/alternative,10,23,1,0,122.0,29564,0,0,1,0,0,0,1,0
957,"Tue, 31 Mar 2020 03:32:17 -0500 (CDT)",planet,com,0,0,multipart/alternative,29,94,0,0,79.0,99829,1,0,0,0,0,0,0,0
958,"Thu, 28 Jul 2016 08:54:50 +0000",twitter,com,0,0,multipart/alternative,32,162,0,0,66.0,87278,0,1,0,0,0,0,0,1
959,"Wed, 12 Feb 2020 02:59:32 -0800",google,com,0,0,text/html,6,28,0,0,37.0,8774,1,0,0,0,0,0,0,0
960,"Mon, 16 Jun 2014 02:02:05 -0700",angel,co,0,0,text/html,6,43,0,0,53.0,42328,1,1,0,0,0,0,0,0
961,"Thu, 21 Sep 2017 17:49:02 -0700",email,nvidia.com,0,0,text/html,12,43,0,0,60.0,44696,0,1,1,0,0,0,0,0
962,"Thu, 16 Mar 2017 20:56:32 +0530",gmail,com,0,0,multipart/alternative,0,6,1,0,28.0,3493,0,1,0,0,0,0,0,0
963,"Tue, 14 Apr 2020 23:12:12 -0700",google,com,0,0,text/html,24,84,0,0,36.0,24054,1,0,0,0,0,0,0,0
964,"Sat, 30 Jul 2016 18:50:34 +0000",hackerrank,com,0,0,multipart/alternative,8,30,1,0,26.0,68022,1,1,0,0,0,0,0,0
965,"Sat, 30 May 2020 04:33:31 +0800 (CST)",asuswebstorage,com,0,0,text/html,1,9,0,0,178.0,35266,0,1,0,0,0,0,0,0
966,"Fri, 8 Jul 2016 15:52:11 +0530",iiitd,ac.in,2,0,multipart/alternative,0,193,1,0,53.0,82101,0,1,0,1,0,0,0,0
967,"Tue, 30 Jan 2018 16:42:40 +0000",repositoryhosting,com,0,0,multipart/alternative,16,7,0,0,37.0,4841,1,1,0,0,0,0,0,0
968,"Fri, 8 Jul 2016 16:17:51 +0530",olacabs,com,1,0,multipart/alternative,11,26,0,0,52.0,22373,1,1,0,0,0,0,0,0
969,"Tue, 6 Oct 2015 19:50:14 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,46.0,887700,0,1,0,1,0,0,0,0
970,12 Feb 2018 08:16:59 -0000,lucifro,com,0,0,text/html,4,12,0,0,22.0,3088,1,1,0,0,0,0,0,0
971,"Sat, 12 Oct 2019 13:36:05 -0700",google,com,0,0,text/html,2,12,0,0,35.0,4410,0,1,0,0,0,0,0,0
972,"Fri, 5 Aug 2016 16:41:20 +0530",iiitd,ac.in,3,0,multipart/alternative,0,2,1,0,22.0,6123,0,1,0,1,0,0,0,0
973,"Wed, 06 Sep 2017 09:01:00 -0700",email,nvidia.com,0,0,text/html,11,41,1,0,94.0,48504,0,1,1,0,0,0,0,0
974,"Tue, 06 Jun 2017 07:40:51 +0000",dtu,ac.in,0,0,multipart/alternative,0,12,0,0,24.0,5851,0,1,0,0,0,0,0,0
975,"Fri, 31 May 2019 14:46:08 +0000",xprize,org,0,0,multipart/alternative,1,19,0,0,90.0,34734,0,1,1,0,0,0,0,0
976,"Thu, 8 Mar 2018 09:15:46 -0000",edm,efinmail.com,0,0,multipart/alternative,2,8,0,0,103.0,3553,1,1,0,0,0,0,0,0
977,"Mon, 02 Mar 2015 07:14:50 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,95,1,0,99.0,84297,0,1,0,0,0,0,0,1
978,"Wed, 2 Aug 2017 13:09:26 +0530",iiitd,ac.in,4,0,multipart/mixed,0,0,1,0,41.0,268038,0,1,0,1,0,0,0,0
979,"Tue, 2 Feb 2016 19:06:05 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,1,0,92.0,5975,0,1,0,1,0,0,0,0
980,"Fri, 26 Oct 2018 16:45:48 +0200 (CEST)",inria,fr,0,0,multipart/alternative,0,7,1,0,19.0,5447,0,1,0,1,0,0,0,0
981,"Fri, 26 Feb 2016 18:46:43 +0000",youtube,com,0,0,multipart/alternative,20,70,0,0,81.0,59977,0,1,0,0,0,0,0,1
982,"Sat, 1 Oct 2016 13:48:54 +0530",iiitd,ac.in,0,0,multipart/alternative,0,49,0,0,25.0,36415,0,1,0,1,0,0,0,0
983,"Fri, 16 Feb 2018 21:05:14 +0530",clubvistara,com,0,0,multipart/alternative,12,40,1,0,66.0,16198,0,1,1,0,0,0,0,0
984,"Fri, 9 Oct 2020 00:16:44 +0530",statebankrewardz,com,0,0,text/html,6,19,0,0,77.0,7198,0,0,1,0,0,0,0,0
985,"Sun, 03 Sep 2017 10:48:29 +0000 (UTC)",udacity,com,0,0,multipart/alternative,12,56,1,1,65.0,95884,0,1,1,0,0,0,0,0
986,"Tue, 5 Jul 2016 12:09:12 +0530 (IST)",indiatimes,com,0,0,text/html,13,112,1,1,36.0,50771,0,1,1,0,0,0,0,0
987,"Tue, 26 Jun 2018 18:57:21 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,12.0,2076,0,1,0,0,0,0,0,0
988,"Wed, 24 Jun 2020 15:20:50 +0000",quora,com,0,0,multipart/alternative,10,122,0,0,139.0,114221,1,0,0,0,0,0,0,0
989,"Mon, 24 Feb 2020 09:03:45 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,17601,0,0,0,1,0,0,0,0
990,"Fri, 25 Mar 2016 08:36:34 +0000",hackerrankmail,com,0,0,multipart/alternative,4,27,0,0,48.0,29570,1,1,0,0,0,0,0,0
991,"Fri, 27 Nov 2015 10:31:38 +0000 (GMT)",entropay,com,0,0,multipart/alternative,1,6,1,0,40.0,3620,1,1,0,0,0,0,0,0
992,"Tue, 24 Feb 2015 08:03:08 +0000",birthdayfb,com,0,0,multipart/alternative,7,20,0,0,48.0,11751,1,1,0,0,0,0,0,0
993,"Thu, 5 Oct 2017 18:30:47 +0530",olacabs,com,1,0,multipart/alternative,2,30,0,0,56.0,31024,1,0,0,0,0,0,0,0
994,"Tue, 24 Jun 2014 16:41:14 +0000",edx,org,0,0,multipart/alternative,92,425,1,0,86.0,223900,1,1,0,0,0,0,0,0
995,"Wed, 20 Jul 2016 20:36:21 -0700",email,nvidia.com,0,0,multipart/alternative,7,40,0,0,34.0,35365,0,1,1,0,0,0,0,0
996,"Thu, 18 Dec 2014 07:03:10 +0000",youtube,com,0,0,multipart/alternative,24,87,0,0,107.0,64577,0,1,0,0,0,0,0,1
997,"Wed, 15 Jun 2016 14:34:21 +0530",iiitd,ac.in,1,0,multipart/alternative,0,2,1,0,7.0,1180,0,1,0,0,0,0,0,0
998,"Sat, 27 Apr 2019 02:36:11 -0700",google,com,0,0,text/html,14,60,0,0,38.0,17720,1,1,0,0,0,0,0,0
999,"Thu, 14 Jan 2016 01:13:33 +0530",iiitd,ac.in,10,0,multipart/alternative,0,0,1,0,31.0,2243,0,1,0,0,0,0,0,0
1000,"Tue, 13 Feb 2018 06:35:25 -0800 (PST)",quora,com,0,0,multipart/alternative,15,113,1,1,48.0,100485,0,1,0,0,0,0,0,1
1001,"Tue, 15 Sep 2015 12:24:03 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,100,1,0,60.0,83223,0,1,0,0,0,0,0,1
1002,"Sun, 07 Apr 2019 03:28:02 -0700",google,com,0,0,text/html,8,36,0,0,32.0,11062,1,1,0,0,0,0,0,0
1003,"Tue, 31 May 2016 17:18:44 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,32.0,737,0,1,0,0,0,0,0,0
1004,"Wed, 8 Mar 2017 08:10:26 +0000",usebackpack,com,0,0,text/html,4,14,0,0,37.0,24722,1,1,0,0,0,0,0,0
1005,"Thu, 22 Aug 2019 11:02:01 +0200",gmail,com,0,0,multipart/mixed,0,0,1,0,11.0,10312583,0,1,0,0,0,0,0,0
1006,"Wed, 26 Dec 2018 15:23:25 +0100",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,37.0,7473,0,1,0,0,0,0,0,0
1007,"Sat, 22 Nov 2014 18:19:26 +0000",codechef,com,0,0,multipart/alternative,7,35,1,0,45.0,21688,1,1,0,0,0,0,0,0
1008,"Fri, 21 Sep 2018 20:23:20 +0000",topcoder,com,0,0,multipart/alternative,28,69,1,0,45.0,95606,1,1,0,0,0,0,0,0
1009,25 Jun 2016 15:15:23 +0000,autodesk,com,0,0,text/html,6,12,0,0,41.0,8245,1,1,0,0,0,0,0,0
1010,"Tue, 31 Jan 2017 12:11:26 +0000",repositoryhosting,com,0,0,multipart/alternative,26,7,0,0,42.0,4912,1,1,0,0,0,0,0,0
1011,"Wed, 28 Jun 2017 12:04:37 +0000",topcoder,com,0,0,multipart/alternative,6,33,1,0,84.0,54453,1,1,0,0,0,0,0,0
1012,"Fri, 10 May 2019 17:30:10 +0000",signalprocessingsociety,org,0,0,multipart/alternative,8,61,1,0,82.0,80163,1,1,0,0,0,0,0,0
1013,"Wed, 9 Sep 2020 12:55:09 +0000",outlook,com,0,0,multipart/alternative,0,0,0,0,109.0,1302,0,1,0,0,0,0,0,0
1014,"Sun, 28 May 2017 22:14:50 -0500 (CDT)",magento,com,0,0,multipart/alternative,8,37,0,0,49.0,16051,0,1,1,0,0,0,0,0
1015,"Thu, 27 Jul 2017 15:25:38 +0000",mail,goodreads.com,0,0,multipart/mixed,0,0,0,0,19.0,4,0,1,0,0,0,0,0,1
1016,"Tue, 1 Oct 2019 18:08:36 +0200",inria,fr,2,0,multipart/signed,0,10,0,0,20.0,9022,0,1,0,0,0,0,0,0
1017,"Sun, 31 Jul 2016 22:41:40 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,0.0,35640,0,1,0,0,0,0,0,0
1018,"Fri,  8 Sep 2017 05:30:21 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,2,18,0,1,111.0,21688,0,1,0,0,0,0,0,1
1019,"Sat, 25 Jan 2020 18:18:22 +0000",atcoder,jp,0,0,text/plain,0,5,0,0,59.0,1730,0,1,0,0,0,0,0,0
1020,"Thu, 7 Sep 2017 17:10:12 +0530",iiitd,ac.in,4,0,multipart/alternative,0,7,0,0,50.0,3288,0,1,0,1,0,0,0,0
1021,"Tue, 24 Mar 2020 08:55:38 -0700",google,com,0,0,text/html,9,34,0,0,36.0,10237,1,0,0,0,0,0,0,0
1022,"Mon, 30 Sep 2019 14:45:26 +0200",internations,org,0,0,text/html,37,87,1,0,28.0,86967,0,1,0,0,0,0,0,1
1023,"Tue, 18 Feb 2020 08:39:23 -0800",google,com,0,0,multipart/alternative,14,72,0,0,35.0,87591,1,0,0,0,0,0,0,0
1024,"Tue, 4 Aug 2015 17:29:21 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,1,46.0,1061,0,1,0,1,0,0,0,0
1025,"Fri, 21 Sep 2018 09:09:26 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,16,0,0,47.0,10624,0,1,1,0,0,0,0,0
1026,"Sun, 24 Jul 2016 13:10:31 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,32.0,374296,0,1,0,0,0,0,0,0
1027,"Wed, 27 May 2015 00:00:06 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,42,0,0,47.0,77391,0,1,0,0,0,0,0,1
1028,"Mon, 1 Jul 2013 04:12:39 +0000",coursera,org,0,0,multipart/alternative,4,46,0,1,16.0,16493,1,1,0,0,0,0,0,0
1029,"Fri, 17 Jun 2016 12:48:32 +0000",youtube,com,0,0,multipart/alternative,17,62,0,0,89.0,53522,0,1,0,0,0,0,0,1
1030,26 Sep 2018 02:31:00 -0400,ni,com,0,0,multipart/alternative,0,18,1,1,37.0,8287,1,1,0,0,0,0,0,0
1031,"Tue, 18 Jul 2017 19:11:43 +0530",iiitd,ac.in,0,0,multipart/alternative,0,12,1,0,27.0,4991,0,1,0,0,0,0,0,0
1032,"Tue, 16 Jun 2020 15:46:30 +0000",amazon,com,0,0,multipart/alternative,2,12,0,0,55.0,9714,1,0,0,0,0,0,0,0
1033,"Wed, 20 Jul 2016 14:53:44 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,106,1,0,121.0,85130,0,1,0,0,0,0,0,1
1034,"Wed, 22 Mar 2017 16:36:01 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,42.0,712,0,1,0,1,0,0,0,0
1035,"Tue, 7 Jun 2016 09:49:20 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,0,40.0,10948,0,1,0,1,0,0,0,0
1036,"Mon, 16 Nov 2015 16:52:09 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,27.0,2014,0,1,0,1,0,0,0,0
1037,30 Jul 2017 22:27:58 +0530,,,0,0,text/plain,0,0,0,0,57.0,536,1,1,0,0,0,0,0,0
1038,"Fri, 18 Jul 2014 13:30:05 +0530",gmail,com,0,1,multipart/alternative,0,1,1,0,35.0,694,0,1,0,0,0,0,0,0
1039,"Thu, 17 Jan 2019 10:33:29 -0600 (CST)",hackerrank,com,0,0,multipart/alternative,7,46,1,0,96.0,47225,1,1,0,0,0,0,0,0
1040,"Fri, 15 Jun 2018 10:06:02 -0500",iiitd,ac.in,2,0,multipart/alternative,0,12,1,0,10.0,33266,0,1,0,0,0,0,0,0
1041,"Sat, 2 Dec 2017 02:53:15 +0000",zoomgroup,com,0,0,multipart/alternative,2,15,1,0,41.0,7776,1,1,0,0,0,0,0,0
1042,"Sat, 08 Sep 2018 19:31:06 +0000 (UTC)",iheartdogs-email,com,0,0,multipart/alternative,8,108,0,1,47.0,145075,0,1,1,0,0,0,0,0
1043,"Fri, 28 Apr 2017 17:00:09 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,3,13,0,1,135.0,16286,0,1,1,0,0,0,0,0
1044,26 Oct 2020 20:42:46 +0100,,,0,0,text/html,0,1,1,0,45.0,1433,1,0,0,0,0,0,0,0
1045,"Thu, 27 Mar 2014 18:48:26 +0530 (IST)",gate,iitkgp.ac.in,0,0,text/plain,0,0,0,0,28.0,109,1,1,0,0,0,0,0,0
1046,"Wed, 07 Aug 2013 14:34:47 -0000",phpclasses,org,0,0,multipart/alternative,21,41,0,0,50.0,24119,1,1,0,0,0,0,0,0
1047,"Fri, 16 Jan 2015 09:51:43 +0000",twitter,com,0,0,multipart/alternative,11,116,0,0,36.0,56777,0,1,0,0,0,0,0,1
1048,"Tue, 3 Dec 2019 09:00:25 -0600 (CST)",deliver,ieee.org,0,0,multipart/alternative,3,23,1,1,45.0,21568,1,0,0,0,0,0,0,0
1049,"Tue, 20 Sep 2016 12:44:05 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,58.0,2596,0,1,0,1,0,0,0,0
1050,"Thu, 23 Oct 2014 07:22:35 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,108,1,0,71.0,79166,0,1,0,0,0,0,0,1
1051,"Sun, 28 Feb 2016 13:11:55 +0000",,,0,0,multipart/alternative,1,12,1,0,60.0,10547,0,1,0,1,0,0,0,0
1052,"Tue, 19 Apr 2016 13:48:39 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,105,1,0,99.0,83104,0,1,0,0,0,0,0,1
1053,"Mon, 25 Aug 2014 08:00:55 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,56,179,0,1,36.0,98811,0,1,0,0,0,0,0,1
1054,"Fri,  6 Jun 2014 15:57:56 +0530 (IST)",cardekho,com,0,0,text/html,1,37,1,0,87.0,18572,1,1,0,0,0,0,0,0
1055,"Fri, 2 Feb 2018 18:56:03 +0000 (UTC)",accounts,google.com,0,0,multipart/alternative,18,26,0,0,14.0,9223,0,1,0,0,0,0,0,0
1056,"Wed, 10 Feb 2016 01:59:42 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,36.0,2514,0,1,0,1,0,0,0,0
1057,"Thu, 17 Oct 2019 01:55:33 -0400",,,0,0,text/plain,0,6,1,0,31.0,2588,1,0,0,0,0,0,0,0
1058,"Wed, 6 Jul 2016 13:11:31 +0000",usebackpack,com,0,0,text/html,4,14,0,0,35.0,24958,1,1,0,0,0,0,0,0
1059,"Sun, 04 Sep 2016 17:04:13 -0700 (PDT)",quora,com,0,0,multipart/alternative,2,14,0,0,58.0,10558,1,1,0,0,0,0,0,0
1060,"Thu, 19 Mar 2020 21:42:11 +0000",mailer,netflix.com,0,0,multipart/alternative,5,31,0,0,27.0,27797,1,0,0,0,0,0,0,0
1061,"Tue, 19 Sep 2017 15:42:19 +0000",twitter,com,0,0,multipart/alternative,10,65,0,0,54.0,38540,0,1,0,0,0,0,0,1
1062,"Thu, 17 May 2018 08:31:55 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,111,1,1,69.0,103328,0,1,0,0,0,0,0,1
1063,"Mon, 8 Oct 2012 01:29:24 -0400",,,0,0,multipart/alternative,0,5,0,0,120.0,2278,1,1,0,0,0,0,0,0
1064,"Sat, 12 Oct 2019 13:36:05 -0700",google,com,0,0,text/html,12,52,0,0,38.0,16145,1,0,0,0,0,0,0,0
1065,"Tue, 11 Apr 2017 06:04:06 +0000",flipkartletters,com,0,0,text/html,21,60,1,0,72.0,49036,0,1,1,0,0,0,0,0
1066,"Mon, 16 Nov 2015 12:56:31 +0530",iiitd,ac.in,9,0,multipart/alternative,12,24,0,0,99.0,13159,0,1,0,1,0,0,0,0
1067,"Tue, 29 Aug 2017 15:02:58 +0530",iiitd,ac.in,0,0,multipart/alternative,1,9,1,0,43.0,11105,0,1,0,1,0,0,0,0
1068,"Wed, 11 Mar 2020 20:13:50 +0000",eos,com,0,0,multipart/alternative,11,59,1,0,40.0,100783,1,0,0,0,0,0,0,0
1069,"Tue, 3 Jan 2017 21:23:39 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,1,10.0,18772,0,1,0,0,0,0,0,0
1070,"Sun, 06 Jan 2019 06:37:32 -0600",send,grammarly.com,0,0,multipart/alternative,6,38,0,1,40.0,21848,0,1,1,0,0,0,0,0
1071,"Wed, 24 Jul 2019 13:09:21 +0200",,,0,0,multipart/related,0,1,0,0,44.0,42119,1,1,0,0,0,0,0,0
1072,"Thu, 19 May 2016 11:13:53 +0000",youtube,com,0,0,multipart/alternative,21,79,1,0,54.0,74325,0,1,0,0,0,0,0,1
1073,"Thu, 18 Feb 2016 10:11:03 +0530",iiitd,ac.in,0,0,multipart/mixed,0,9,1,1,64.0,2053022,0,1,0,1,0,0,0,0
1074,"Mon, 25 Sep 2017 08:54:11 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,15,0,1,46.0,13296,1,1,0,0,0,0,0,0
1075,"Thu, 05 May 2016 20:22:13 -0600",e,twitter.com,0,0,multipart/alternative,10,57,1,0,43.0,36215,0,1,1,0,0,0,0,0
1076,"Sat, 10 Mar 2018 20:33:02 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,13,36,0,0,31.0,12361,0,1,1,0,0,0,0,0
1077,"Mon, 30 Nov 2015 10:05:57 +0530",iiitd,ac.in,0,0,text/plain,0,0,1,0,17.0,306,0,1,0,1,0,0,0,0
1078,"Sat, 16 Jul 2016 10:53:24 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,0,21.0,31730764,0,1,0,1,0,0,0,0
1079,"Thu, 13 Apr 2017 05:32:10 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,29.0,22609,0,1,0,0,0,0,0,1
1080,"Mon, 12 Dec 2016 12:02:27 +0000",,,0,0,multipart/alternative,2,42,0,0,91.0,12688,1,1,0,0,0,0,0,0
1081,"Fri, 17 Jul 2020 15:53:03 +0000 (UTC)",spotify,com,0,0,multipart/alternative,2,21,1,0,20.0,34899,1,0,0,0,0,0,0,0
1082,"Thu, 5 Sep 2019 04:44:53 +0200 (CEST)",,,0,0,multipart/mixed,0,4,1,0,91.0,2186,1,0,0,0,0,0,0,0
1083,"Wed, 26 Sep 2018 00:31:04 +0000",amazon,in,0,0,multipart/alternative,20,123,1,0,66.0,59402,0,1,1,0,0,0,0,0
1084,"Mon, 10 Aug 2020 12:29:11 +0000 (UTC)",calendly,com,0,0,text/html,1,7,0,0,74.0,8537,1,0,0,0,0,0,0,0
1085,"Wed, 21 Aug 2019 12:01:16 +0000",signalprocessingsociety,org,0,0,multipart/alternative,10,59,0,0,202.0,83697,1,0,0,0,0,0,0,0
1086,"Fri, 13 Apr 2018 10:45:37 +0200",mpi-inf,mpg.de,1,0,multipart/alternative,2,24,1,1,54.0,51197,0,1,0,0,0,0,0,0
1087,"Mon, 20 Feb 2017 12:22:27 +0000",twitter,com,0,0,multipart/alternative,26,191,1,0,73.0,94012,0,0,0,0,0,0,0,1
1088,"Fri, 07 Apr 2017 03:36:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32.0,1210,1,1,0,0,0,0,0,0
1089,"Fri, 1 Sep 2017 11:25:39 +0530",iiitd,ac.in,0,0,multipart/alternative,2,14,1,0,18.0,10190,0,1,0,0,0,0,0,0
1090,"Thu, 29 Jun 2017 09:08:03 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,5,24,0,0,73.0,34171,1,1,1,0,0,0,0,0
1091,"Sat, 31 Jan 2015 04:24:10 -0700",toptalent,in,0,0,multipart/alternative,0,2,1,0,88.0,15734,1,1,0,0,0,0,0,0
1092,23 Oct 2016 21:12:46 +0000,yahoo-inc,com,0,0,multipart/alternative,0,1,0,0,37.0,1618,1,1,0,0,0,0,0,0
1093,"Mon, 3 Nov 2014 09:03:18 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,57,190,1,1,38.0,161712,0,1,0,0,0,0,0,1
1094,"Sun, 24 Jul 2016 15:20:44 +0530",iiitd,ac.in,1,0,multipart/alternative,0,8,1,0,36.0,8281,0,1,0,0,0,0,0,0
1095,"Mon, 13 May 2019 17:32:04 +0200",iiitd,ac.in,0,0,multipart/mixed,8,0,1,0,19.0,1163626,0,1,0,0,0,0,0,0
1096,"Tue, 6 Jan 2015 08:35:55 +0000",freshersworld,com,0,0,text/html,1,7,1,0,75.0,8717,1,1,0,0,0,0,0,0
1097,"Fri, 29 Apr 2016 06:59:55 +0000",usebackpack,com,0,0,text/html,4,17,0,0,39.0,25093,1,1,0,0,0,0,0,0
1098,"Sat, 2 Sep 2017 15:36:25 +0530",iiitd,ac.in,2,0,multipart/alternative,0,6,1,0,30.0,5141,0,1,0,0,0,0,0,0
1099,"Mon, 14 Aug 2017 17:19:17 +0530",iiitd,ac.in,5,0,multipart/mixed,0,0,0,0,60.0,528767,0,1,0,1,0,0,0,0
1100,"Sun, 08 Feb 2015 20:28:34 +0000",youtube,com,0,0,multipart/alternative,10,43,1,0,72.0,34760,0,1,0,0,0,0,0,1
1101,"Mon, 26 Oct 2015 11:35:10 +0000",academia,edu,0,0,multipart/alternative,1,15,0,0,21.0,35621,1,1,0,0,0,0,0,0
1102,"Sat, 23 Feb 2019 02:07:48 -0800",google,com,0,0,text/html,14,60,1,0,38.0,17849,1,1,0,0,0,0,0,0
1103,"Sun, 14 Oct 2018 01:33:05 +0000",applemusic,com,0,0,multipart/alternative,28,60,0,0,18.0,43054,0,1,1,0,0,0,0,0
1104,"Sat, 13 Aug 2016 08:42:15 +0000",twitter,com,0,0,multipart/alternative,30,179,0,1,67.0,97876,0,1,0,0,0,0,0,1
1105,"Wed, 17 Oct 2018 20:06:19 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,9,26,0,0,42.0,29769,0,1,1,0,0,0,0,0
1106,"Fri, 08 Apr 2016 18:02:05 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36.0,26942,1,1,0,0,0,0,0,0
1107,"Tue, 21 Feb 2017 13:04:16 +0530",pvrcinemas,com,0,0,multipart/alternative,14,44,0,0,72.0,12441,0,1,1,0,0,0,0,0
1108,"Thu, 2 May 2019 13:52:59 +0000",se,com,0,0,multipart/related,0,36,0,0,9.0,35240,0,1,0,0,0,0,0,0
1109,"Sat, 23 Dec 2017 03:03:26 +0800",nedm,asus.com,0,0,multipart/alternative,6,19,0,0,88.0,8688,1,1,0,0,0,0,0,0
1110,"Tue, 01 May 2018 12:24:45 -0700 (PDT)",quora,com,0,0,multipart/alternative,6,13,0,0,70.0,12203,0,1,1,0,0,0,0,0
1111,"Mon, 11 Sep 2017 14:40:55 +0530",iiitd,ac.in,1,0,multipart/alternative,0,6,1,0,24.0,1778,0,1,0,0,0,0,0,0
1112,"Tue, 27 Sep 2016 05:48:26 +0000",usebackpack,com,0,0,text/html,4,14,0,0,30.0,24668,1,1,0,0,0,0,0,0
1113,"Wed, 26 Feb 2020 05:21:35 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,15026,0,0,0,1,0,0,0,0
1114,"Mon, 2 Feb 2015 07:31:47 -0800",facebookmail,com,0,0,text/plain,0,1,0,0,30.0,388,0,1,0,0,0,0,0,1
1115,"Tue, 25 Aug 2020 12:09:53 -0500 (CDT)",trello,com,0,0,multipart/alternative,3,25,1,0,52.0,19331,1,0,0,0,0,0,0,0
1116,"Wed, 9 Dec 2015 13:26:51 +0530",iiitd,ac.in,2,0,multipart/alternative,0,4,1,0,38.0,5874,0,1,0,1,0,0,0,0
1117,"Thu, 27 Apr 2017 19:51:25 +0530",gmail,com,0,0,multipart/alternative,0,6,1,0,13.0,8005,0,1,0,0,0,0,0,0
1118,"Thu, 14 Dec 2017 02:53:20 -0800",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,75.0,4,0,1,0,0,0,0,0,1
